2021-04-17 11:26:25,912;aequilibrae;INFO ; Opened project on C:/Users/sd/Pyton Project/AequilibraE_Tap/TraficAssignment\1_project
2021-04-17 14:47:50,650;aequilibrae;INFO ; 245,2.482361513591469e-05,0.009054573246769433
2021-04-17 14:47:50,766;aequilibrae;INFO ; 246,3.489464226927243e-05,0.007191705777629967
2021-04-17 14:47:50,879;aequilibrae;INFO ; 247,3.1936158890881864e-05,0.0046497157892615975
2021-04-17 14:47:50,995;aequilibrae;INFO ; 248,2.2221354140458176e-05,0.004982310142861189
2021-04-17 14:47:51,111;aequilibrae;INFO ; 249,2.414531534767936e-05,0.0034787924738697773
2021-04-17 14:47:51,226;aequilibrae;INFO ; 250,2.7254927501048736e-05,0.00935093104374715
2021-04-17 14:47:51,342;aequilibrae;INFO ; 251,3.9970734915039176e-05,0.011101416172748022
2021-04-17 14:47:51,454;aequilibrae;INFO ; 252,4.482837304921368e-05,0.010447648341599865
2021-04-17 14:47:51,570;aequilibrae;INFO ; 253,4.599104791533556e-05,0.015800725737822853
2021-04-17 14:47:51,686;aequilibrae;INFO ; 254,5.079766690734489e-05,0.011651743103354085
